model,dataset,method,tau,precision,coverage,n_accepted,n_test,gap,prevalence
bge-reranker,trec-dl-2020,temp,0.8,0.5853658536585366,0.11537108688005628,328,2843,0.2146341463414635,0.16848399577910658
bge-reranker,trec-dl-2020,temp,0.9,0.7419354838709677,0.021807949349278932,62,2843,0.15806451612903227,0.16848399577910658
bge-reranker,trec-dl-2020,platt,0.5,0.5952380952380952,0.10341188884980654,294,2843,-0.09523809523809523,0.16848399577910658
bge-reranker,trec-dl-2020,platt,0.6,0.6741573033707865,0.06260991909954274,178,2843,-0.07415730337078652,0.16848399577910658
bge-reranker,trec-dl-2020,platt,0.7,0.7282608695652174,0.03236018290538164,92,2843,-0.02826086956521745,0.16848399577910658
bge-reranker,trec-dl-2020,platt,0.8,,0.007386563489271896,21,2843,,0.16848399577910658
bge-reranker,trec-dl-2020,platt,0.9,,0.0,0,2843,,0.16848399577910658
bge-reranker,trec-dl-2020,iso,0.5,0.6013986013986014,0.10059795990151249,286,2843,-0.10139860139860135,0.16848399577910658
bge-reranker,trec-dl-2020,iso,0.6,0.7103448275862069,0.05100246218782976,145,2843,-0.1103448275862069,0.16848399577910658
bge-reranker,trec-dl-2020,iso,0.7,0.7586206896551724,0.0204009848751319,58,2843,-0.05862068965517242,0.16848399577910658
bge-reranker,trec-dl-2020,iso,0.8,0.7954545454545454,0.015476609215617306,44,2843,0.00454545454545463,0.16848399577910658
bge-reranker,trec-dl-2020,iso,0.9,,0.006331340133661625,18,2843,,0.16848399577910658
bge-reranker,trec-dl-2020,temp_lodo,0.5,0.34628099173553717,0.4256067534294759,1210,2843,0.15371900826446283,0.16848399577910658
bge-reranker,trec-dl-2020,temp_lodo,0.6,0.39713971397139713,0.31973267674991207,909,2843,0.20286028602860284,0.16848399577910658
bge-reranker,trec-dl-2020,temp_lodo,0.7,0.4820261437908497,0.21526556454449525,612,2843,0.21797385620915027,0.16848399577910658
bge-reranker,trec-dl-2020,temp_lodo,0.8,0.5917721518987342,0.11115019345761519,316,2843,0.20822784810126582,0.16848399577910658
bge-reranker,trec-dl-2020,temp_lodo,0.9,0.75,0.021104467112205417,60,2843,0.15000000000000002,0.16848399577910658
bge-reranker,webis-touche2020,raw,0.5,0.8693467336683417,0.6257861635220126,199,318,-0.3693467336683417,0.779874213836478
bge-reranker,webis-touche2020,raw,0.6,0.8645833333333334,0.6037735849056604,192,318,-0.2645833333333334,0.779874213836478
bge-reranker,webis-touche2020,raw,0.7,0.8641304347826086,0.5786163522012578,184,318,-0.1641304347826087,0.779874213836478
bge-reranker,webis-touche2020,raw,0.8,0.872093023255814,0.5408805031446541,172,318,-0.0720930232558139,0.779874213836478
bge-reranker,webis-touche2020,raw,0.9,0.8675496688741722,0.4748427672955975,151,318,0.03245033112582785,0.779874213836478
bge-reranker,webis-touche2020,temp,0.5,0.8693467336683417,0.6257861635220126,199,318,-0.3693467336683417,0.779874213836478
bge-reranker,webis-touche2020,temp,0.6,0.855072463768116,0.4339622641509434,138,318,-0.255072463768116,0.779874213836478
bge-reranker,webis-touche2020,temp,0.7,0.7833333333333333,0.18867924528301888,60,318,-0.08333333333333337,0.779874213836478
bge-reranker,webis-touche2020,temp,0.8,,0.0,0,318,,0.779874213836478
bge-reranker,webis-touche2020,temp,0.9,,0.0,0,318,,0.779874213836478
bge-reranker,webis-touche2020,platt,0.5,0.7827476038338658,0.9842767295597484,313,318,-0.28274760383386577,0.779874213836478
bge-reranker,webis-touche2020,platt,0.6,0.8114478114478114,0.9339622641509434,297,318,-0.21144781144781144,0.779874213836478
bge-reranker,webis-touche2020,platt,0.7,0.852,0.7861635220125787,250,318,-0.15200000000000002,0.779874213836478
bge-reranker,webis-touche2020,platt,0.8,0.8594594594594595,0.5817610062893082,185,318,-0.05945945945945941,0.779874213836478
bge-reranker,webis-touche2020,platt,0.9,0.7647058823529411,0.16037735849056603,51,318,0.1352941176470589,0.779874213836478
bge-reranker,webis-touche2020,iso,0.5,0.7947882736156352,0.9654088050314465,307,318,-0.2947882736156352,0.779874213836478
bge-reranker,webis-touche2020,iso,0.6,0.8108108108108109,0.9308176100628931,296,318,-0.21081081081081088,0.779874213836478
bge-reranker,webis-touche2020,iso,0.7,0.8628318584070797,0.710691823899371,226,318,-0.1628318584070797,0.779874213836478
bge-reranker,webis-touche2020,iso,0.8,0.8743961352657005,0.6509433962264151,207,318,-0.07439613526570044,0.779874213836478
bge-reranker,webis-touche2020,iso,0.9,0.75,0.16352201257861634,52,318,0.15000000000000002,0.779874213836478
bge-reranker,webis-touche2020,temp_lodo,0.5,0.8693467336683417,0.6257861635220126,199,318,-0.3693467336683417,0.779874213836478
bge-reranker,webis-touche2020,temp_lodo,0.6,0.872093023255814,0.5408805031446541,172,318,-0.27209302325581397,0.779874213836478
bge-reranker,webis-touche2020,temp_lodo,0.7,0.855072463768116,0.4339622641509434,138,318,-0.155072463768116,0.779874213836478
bge-reranker,webis-touche2020,temp_lodo,0.8,0.8181818181818182,0.27672955974842767,88,318,-0.018181818181818188,0.779874213836478
bge-reranker,webis-touche2020,temp_lodo,0.9,,0.05660377358490566,18,318,,0.779874213836478
electra-base,dbpedia-entity,raw,0.5,0.4363033873343152,0.591592245698105,2716,4591,0.06369661266568483,0.34698322805489
electra-base,dbpedia-entity,raw,0.6,0.4370786516853933,0.5815726421258985,2670,4591,0.1629213483146067,0.34698322805489
electra-base,dbpedia-entity,raw,0.7,0.43653250773993807,0.5628403397952516,2584,4591,0.2634674922600619,0.34698322805489
electra-base,dbpedia-entity,raw,0.8,0.4426229508196721,0.5181877586582444,2379,4591,0.3573770491803279,0.34698322805489
electra-base,dbpedia-entity,raw,0.9,0.4619718309859155,0.38662600740579395,1775,4591,0.43802816901408453,0.34698322805489
electra-base,dbpedia-entity,temp,0.5,0.4363033873343152,0.591592245698105,2716,4591,0.06369661266568483,0.34698322805489
electra-base,dbpedia-entity,temp,0.6,0.4946938775510204,0.2668263994772381,1225,4591,0.10530612244897958,0.34698322805489
electra-base,dbpedia-entity,temp,0.7,,0.0,0,4591,,0.34698322805489
electra-base,dbpedia-entity,temp,0.8,,0.0,0,4591,,0.34698322805489
electra-base,dbpedia-entity,temp,0.9,,0.0,0,4591,,0.34698322805489
electra-base,dbpedia-entity,platt,0.5,0.5506329113924051,0.10324548028751906,474,4591,-0.05063291139240511,0.34698322805489
electra-base,dbpedia-entity,platt,0.6,,0.0,0,4591,,0.34698322805489
electra-base,dbpedia-entity,platt,0.7,,0.0,0,4591,,0.34698322805489
electra-base,dbpedia-entity,platt,0.8,,0.0,0,4591,,0.34698322805489
electra-base,dbpedia-entity,platt,0.9,,0.0,0,4591,,0.34698322805489
electra-base,dbpedia-entity,iso,0.5,0.5315568022440392,0.1553038553692006,713,4591,-0.03155680224403923,0.34698322805489
electra-base,dbpedia-entity,iso,0.6,0.5894736842105263,0.04138531910259203,190,4591,0.010526315789473717,0.34698322805489
electra-base,dbpedia-entity,iso,0.7,,0.004574166848181224,21,4591,,0.34698322805489
electra-base,dbpedia-entity,iso,0.8,,0.004574166848181224,21,4591,,0.34698322805489
electra-base,dbpedia-entity,iso,0.9,,0.001960357220649096,9,4591,,0.34698322805489
electra-base,dbpedia-entity,temp_lodo,0.5,0.4363033873343152,0.591592245698105,2716,4591,0.06369661266568483,0.34698322805489
electra-base,dbpedia-entity,temp_lodo,0.6,0.44175422567382366,0.4768024395556524,2189,4591,0.15824577432617631,0.34698322805489
electra-base,dbpedia-entity,temp_lodo,0.7,0.5365853658536586,0.13395774341102157,615,4591,0.1634146341463414,0.34698322805489
electra-base,dbpedia-entity,temp_lodo,0.8,,0.0,0,4591,,0.34698322805489
electra-base,dbpedia-entity,temp_lodo,0.9,,0.0,0,4591,,0.34698322805489
electra-base,trec-covid,raw,0.5,0.6827773995915589,0.8452243958573072,1469,1738,-0.18277739959155892,0.6242807825086306
electra-base,trec-covid,raw,0.6,0.6837431693989071,0.8423475258918297,1464,1738,-0.08374316939890714,0.6242807825086306
electra-base,trec-covid,raw,0.7,0.6849691146190803,0.8383199079401611,1457,1738,0.015030885380919679,0.6242807825086306
electra-base,trec-covid,raw,0.8,0.6869384934346925,0.832566168009206,1447,1738,0.11306150656530756,0.6242807825086306
electra-base,trec-covid,raw,0.9,0.7026049204052098,0.7951668584579977,1382,1738,0.1973950795947902,0.6242807825086306
electra-base,trec-covid,temp,0.5,0.6827773995915589,0.8452243958573072,1469,1738,-0.18277739959155892,0.6242807825086306
electra-base,trec-covid,temp,0.6,0.697098372257608,0.8130034522439585,1413,1738,-0.09709837225760798,0.6242807825086306
electra-base,trec-covid,temp,0.7,0.7831325301204819,0.5253164556962026,913,1738,-0.08313253012048194,0.6242807825086306
electra-base,trec-covid,temp,0.8,,0.0,0,1738,,0.6242807825086306
electra-base,trec-covid,temp,0.9,,0.0,0,1738,,0.6242807825086306
electra-base,trec-covid,platt,0.5,0.6827773995915589,0.8452243958573072,1469,1738,-0.18277739959155892,0.6242807825086306
electra-base,trec-covid,platt,0.6,0.697098372257608,0.8130034522439585,1413,1738,-0.09709837225760798,0.6242807825086306
electra-base,trec-covid,platt,0.7,0.7831325301204819,0.5253164556962026,913,1738,-0.08313253012048194,0.6242807825086306
electra-base,trec-covid,platt,0.8,,0.0,0,1738,,0.6242807825086306
electra-base,trec-covid,platt,0.9,,0.0,0,1738,,0.6242807825086306
electra-base,trec-covid,iso,0.5,0.6997855611150822,0.8049482163406214,1399,1738,-0.19978556111508217,0.6242807825086306
electra-base,trec-covid,iso,0.6,0.7478336221837089,0.663981588032221,1154,1738,-0.14783362218370888,0.6242807825086306
electra-base,trec-covid,iso,0.7,0.8015873015873016,0.3624856156501726,630,1738,-0.10158730158730167,0.6242807825086306
electra-base,trec-covid,iso,0.8,0.8529411764705882,0.25431530494821636,442,1738,-0.05294117647058816,0.6242807825086306
electra-base,trec-covid,iso,0.9,0.875,0.08285385500575373,144,1738,0.025000000000000022,0.6242807825086306
electra-base,trec-covid,temp_lodo,0.5,0.6827773995915589,0.8452243958573072,1469,1738,-0.18277739959155892,0.6242807825086306
electra-base,trec-covid,temp_lodo,0.6,0.6955602536997886,0.8164556962025317,1419,1738,-0.0955602536997886,0.6242807825086306
electra-base,trec-covid,temp_lodo,0.7,0.776495278069255,0.5483314154200231,953,1738,-0.07649527806925505,0.6242807825086306
electra-base,trec-covid,temp_lodo,0.8,,0.0,0,1738,,0.6242807825086306
electra-base,trec-covid,temp_lodo,0.9,,0.0,0,1738,,0.6242807825086306
electra-base,trec-dl-2019,raw,0.5,0.6242299794661191,0.21118820468343452,487,2306,-0.12422997946611913,0.34952298352124894
electra-base,trec-dl-2019,raw,0.6,0.6242038216560509,0.20424978317432785,471,2306,-0.02420382165605095,0.34952298352124894
electra-base,trec-dl-2019,raw,0.7,0.628175519630485,0.1877710320901995,433,2306,0.07182448036951494,0.34952298352124894
electra-base,trec-dl-2019,raw,0.8,0.625,0.16999132697311362,392,2306,0.17500000000000004,0.34952298352124894
electra-base,trec-dl-2019,raw,0.9,0.6145833333333334,0.12489158716392021,288,2306,0.28541666666666665,0.34952298352124894
electra-base,trec-dl-2019,temp,0.5,0.6242299794661191,0.21118820468343452,487,2306,-0.12422997946611913,0.34952298352124894
electra-base,trec-dl-2019,temp,0.6,0.608,0.10841283607979185,250,2306,-0.008000000000000007,0.34952298352124894
electra-base,trec-dl-2019,temp,0.7,,0.0017346053772766695,4,2306,,0.34952298352124894
electra-base,trec-dl-2019,temp,0.8,,0.0,0,2306,,0.34952298352124894
electra-base,trec-dl-2019,temp,0.9,,0.0,0,2306,,0.34952298352124894
electra-base,trec-dl-2019,platt,0.5,0.6202290076335878,0.22723330442324371,524,2306,-0.12022900763358779,0.34952298352124894
electra-base,trec-dl-2019,platt,0.6,0.6253164556962025,0.1712922810060711,395,2306,-0.025316455696202556,0.34952298352124894
electra-base,trec-dl-2019,platt,0.7,0.6495726495726496,0.05073720728534258,117,2306,0.05042735042735036,0.34952298352124894
electra-base,trec-dl-2019,platt,0.8,,0.0,0,2306,,0.34952298352124894
electra-base,trec-dl-2019,platt,0.9,,0.0,0,2306,,0.34952298352124894
electra-base,trec-dl-2019,iso,0.5,0.5625,0.3261058109280139,752,2306,-0.0625,0.34952298352124894
electra-base,trec-dl-2019,iso,0.6,0.6252983293556086,0.18169991326973114,419,2306,-0.025298329355608606,0.34952298352124894
electra-base,trec-dl-2019,iso,0.7,0.6666666666666666,0.03252385082393756,75,2306,0.033333333333333326,0.34952298352124894
electra-base,trec-dl-2019,iso,0.8,,0.0,0,2306,,0.34952298352124894
electra-base,trec-dl-2019,iso,0.9,,0.0,0,2306,,0.34952298352124894
electra-base,trec-dl-2019,temp_lodo,0.5,0.6242299794661191,0.21118820468343452,487,2306,-0.12422997946611913,0.34952298352124894
electra-base,trec-dl-2019,temp_lodo,0.6,0.6080691642651297,0.15047701647875109,347,2306,-0.008069164265129714,0.34952298352124894
electra-base,trec-dl-2019,temp_lodo,0.7,0.6230769230769231,0.05637467476149176,130,2306,0.07692307692307687,0.34952298352124894
electra-base,trec-dl-2019,temp_lodo,0.8,,0.0,0,2306,,0.34952298352124894
electra-base,trec-dl-2019,temp_lodo,0.9,,0.0,0,2306,,0.34952298352124894
electra-base,trec-dl-2020,raw,0.5,0.46236559139784944,0.22898346816742876,651,2843,0.03763440860215056,0.16848399577910658
electra-base,trec-dl-2020,raw,0.6,0.47393364928909953,0.22265212803376716,633,2843,0.12606635071090044,0.16848399577910658
electra-base,trec-dl-2020,raw,0.7,0.4838160136286201,0.20647203658107632,587,2843,0.21618398637137987,0.16848399577910658
electra-base,trec-dl-2020,raw,0.8,0.5009823182711198,0.1790362293352093,509,2843,0.2990176817288802,0.16848399577910658
electra-base,trec-dl-2020,raw,0.9,0.5653409090909091,0.12381287372493845,352,2843,0.33465909090909096,0.16848399577910658
electra-base,trec-dl-2020,temp,0.5,0.46236559139784944,0.22898346816742876,651,2843,0.03763440860215056,0.16848399577910658
electra-base,trec-dl-2020,temp,0.6,0.4927797833935018,0.19486457966936335,554,2843,0.10722021660649816,0.16848399577910658
electra-base,trec-dl-2020,temp,0.7,0.5907590759075908,0.10657755891663735,303,2843,0.10924092409240915,0.16848399577910658
electra-base,trec-dl-2020,temp,0.8,0.7068965517241379,0.0408019697502638,116,2843,0.09310344827586214,0.16848399577910658
electra-base,trec-dl-2020,temp,0.9,,0.0,0,2843,,0.16848399577910658
electra-base,trec-dl-2020,platt,0.5,0.6086956521739131,0.09708054871614492,276,2843,-0.10869565217391308,0.16848399577910658
electra-base,trec-dl-2020,platt,0.6,0.7068965517241379,0.0408019697502638,116,2843,-0.10689655172413792,0.16848399577910658
electra-base,trec-dl-2020,platt,0.7,,0.0,0,2843,,0.16848399577910658
electra-base,trec-dl-2020,platt,0.8,,0.0,0,2843,,0.16848399577910658
electra-base,trec-dl-2020,platt,0.9,,0.0,0,2843,,0.16848399577910658
electra-base,trec-dl-2020,iso,0.5,0.6470588235294118,0.07773478719662329,221,2843,-0.1470588235294118,0.16848399577910658
electra-base,trec-dl-2020,iso,0.6,0.7047619047619048,0.03693281744635948,105,2843,-0.10476190476190483,0.16848399577910658
electra-base,trec-dl-2020,iso,0.7,0.7047619047619048,0.03693281744635948,105,2843,-0.004761904761904856,0.16848399577910658
electra-base,trec-dl-2020,iso,0.8,0.8275862068965517,0.0204009848751319,58,2843,-0.027586206896551668,0.16848399577910658
electra-base,trec-dl-2020,iso,0.9,,0.0007034822370735139,2,2843,,0.16848399577910658
electra-base,trec-dl-2020,temp_lodo,0.5,0.46236559139784944,0.22898346816742876,651,2843,0.03763440860215056,0.16848399577910658
electra-base,trec-dl-2020,temp_lodo,0.6,0.5844155844155844,0.10833626450932114,308,2843,0.01558441558441559,0.16848399577910658
electra-base,trec-dl-2020,temp_lodo,0.7,0.825,0.014069644741470278,40,2843,-0.125,0.16848399577910658
electra-base,trec-dl-2020,temp_lodo,0.8,,0.0,0,2843,,0.16848399577910658
electra-base,trec-dl-2020,temp_lodo,0.9,,0.0,0,2843,,0.16848399577910658
electra-base,webis-touche2020,raw,0.5,0.8585365853658536,0.6446540880503144,205,318,-0.35853658536585364,0.779874213836478
electra-base,webis-touche2020,raw,0.6,0.8557213930348259,0.6320754716981132,201,318,-0.2557213930348259,0.779874213836478
electra-base,webis-touche2020,raw,0.7,0.8535353535353535,0.6226415094339622,198,318,-0.15353535353535352,0.779874213836478
electra-base,webis-touche2020,raw,0.8,0.8631578947368421,0.5974842767295597,190,318,-0.06315789473684208,0.779874213836478
electra-base,webis-touche2020,raw,0.9,0.8630952380952381,0.5283018867924528,168,318,0.036904761904761885,0.779874213836478
electra-base,webis-touche2020,temp,0.5,0.8585365853658536,0.6446540880503144,205,318,-0.35853658536585364,0.779874213836478
electra-base,webis-touche2020,temp,0.6,0.85625,0.5031446540880503,160,318,-0.25625,0.779874213836478
electra-base,webis-touche2020,temp,0.7,,0.0,0,318,,0.779874213836478
electra-base,webis-touche2020,temp,0.8,,0.0,0,318,,0.779874213836478
electra-base,webis-touche2020,temp,0.9,,0.0,0,318,,0.779874213836478
electra-base,webis-touche2020,platt,0.5,0.818815331010453,0.9025157232704403,287,318,-0.318815331010453,0.779874213836478
electra-base,webis-touche2020,platt,0.6,0.8363636363636363,0.8647798742138365,275,318,-0.23636363636363633,0.779874213836478
electra-base,webis-touche2020,platt,0.7,0.8612244897959184,0.7704402515723271,245,318,-0.1612244897959184,0.779874213836478
electra-base,webis-touche2020,platt,0.8,0.8585365853658536,0.6446540880503144,205,318,-0.0585365853658536,0.779874213836478
electra-base,webis-touche2020,platt,0.9,0.8360655737704918,0.3836477987421384,122,318,0.06393442622950818,0.779874213836478
electra-base,webis-touche2020,iso,0.5,0.8079470198675497,0.949685534591195,302,318,-0.3079470198675497,0.779874213836478
electra-base,webis-touche2020,iso,0.6,0.8407407407407408,0.8490566037735849,270,318,-0.2407407407407408,0.779874213836478
electra-base,webis-touche2020,iso,0.7,0.8432835820895522,0.8427672955974843,268,318,-0.14328358208955227,0.779874213836478
electra-base,webis-touche2020,iso,0.8,0.859504132231405,0.7610062893081762,242,318,-0.05950413223140494,0.779874213836478
electra-base,webis-touche2020,iso,0.9,0.8617021276595744,0.5911949685534591,188,318,0.03829787234042559,0.779874213836478
electra-base,webis-touche2020,temp_lodo,0.5,0.8585365853658536,0.6446540880503144,205,318,-0.35853658536585364,0.779874213836478
electra-base,webis-touche2020,temp_lodo,0.6,0.8626373626373627,0.5723270440251572,182,318,-0.2626373626373627,0.779874213836478
electra-base,webis-touche2020,temp_lodo,0.7,0.8347826086956521,0.36163522012578614,115,318,-0.13478260869565217,0.779874213836478
electra-base,webis-touche2020,temp_lodo,0.8,,0.0,0,318,,0.779874213836478
electra-base,webis-touche2020,temp_lodo,0.9,,0.0,0,318,,0.779874213836478
